base_image_name,box_class,directory,split
b3deaec991073468,a10,a10,train
fad5c6262a9ac925,a10,a10,train
8f8f9684b41933a7,a10,a10,train
ecb9d0523d36c469,a10,a10,train
b99986537888e747,a10,a10,train
bb8c447b19c45679,a10,a10,train
f879ae16d4096978,a10,a10,train
c43d1a67acd1722d,a10,a10,train
ced3b3244cf212cd,a10,a10,train
d186e6fd198a4267,a10,a10,train
d156ae2d13d36946,a10,a10,train
c21fb846b31cec63,a10,a10,train
c432856a3b5cc3b7,a10,a10,train
cc4c273398cce766,a10,a10,train
883cc76635b8ca67,a10,a10,train
f3cb9cb665898216,a10,a10,train
e68c99736e84935a,a10,a10,train
e62c91f36b1cd2e0,a10,a10,train
f3a68e5961a5b44a,a10,a10,train
f6190936d4e74875,a10,a10,train
a799cc3748e49b29,a10,a10,train
bcd8c327704c2f96,a10,a10,train
c71c99632c9ee361,a10,a10,train
e0f1bf6e8c823278,a10,a10,train
b6e8d91364cc833b,a10,a10,train
d3c5c5333cc8e338,a10,a10,train
9894f367981e3ec8,a10,a10,train
b84bc730619c9d6b,a10,a10,train
b30dd5722e99c744,a10,a10,train
ed96d2692d96702c,a10,a10,train
fa7c83817c5c81e3,a10,a10,train
ad0fc2f075348c4f,a10,a10,train
cc03a13777cc326d,a10,a10,train
f4a8d2356cd89365,a10,a10,train
eca4c64fe138b865,a10,a10,train
a28cd96b1cb3c34b,a10,a10,train
e6d998266fdc9062,a10,a10,train
fc18d18e2763494f,a10,a10,train
fcd7c320396eec01,a10,a10,train
ac92b369cc87363a,a10,a10,train
b319cc763999924e,a10,a10,train
90ceab31546e2bb9,a10,a10,train
a5c9c9c2732d3c3a,a10,a10,train
e75c92236dfc9203,a10,a10,train
9b99d24e3ae38c91,a10,a10,train
f3fb65348e045ac8,a10,a10,train
e5d95873c4859369,a10,a10,train
e28c996a6c87b43d,a10,a10,train
f97ac460f8188767,a10,a10,train
f7e0cf1ca08b1a36,a10,a10,train
f7494c3670d31e38,a10,a10,train
d1bd7c91e35811e8,a10,a10,train
d52e517ba649f40a,a10,a10,train
b8d3c72f619b1c60,a10,a10,train
ce9d9962259f4a61,a10,a10,train
fd419e32e60c4973,a10,a10,train
bf80c0733d8de278,a10,a10,train
e5d8826e610b9ee3,a10,a10,train
f34c98336dccd603,a10,a10,train
f913929c67659998,a10,a10,train
ef6d1f8d16cc90c0,a10,a10,train
adce923026cd7966,a10,a10,train
edcc92322ccd7926,a10,a10,train
b9bbc24424b37ae1,a10,a10,train
9c4c6936b249ecb3,a10,a10,train
f6c8912fcc910f3c,a10,a10,train
b11bcc4ebf33b048,a10,a10,train
e4f0d3346eee9501,a10,a10,train
e68c995b8db21e0d,a10,a10,train
b37f8c11e3a46839,a10,a10,train
acc1d33e483de6c8,a10,a10,train
a2cb4d26b2cd6c33,a10,a10,train
dedce561003c9e3a,a10,a10,train
e6d9d1634cf61344,a10,a10,train
a98bc64c3bb1478e,a10,a10,train
ae4a41713dde628b,a10,a10,train
c4b2bb6c85f27a21,a10,a10,train
f17a7e9491b360c8,a10,a10,train
e79c90622f9cd263,a10,a10,train
ac52932d6ed2a32d,a10,a10,train
e69999666690d46d,a10,a10,train
f06a93d46c231bdc,a10,a10,train
eecc91736e8cd062,a10,a10,train
acc7d232664c3be2,a10,a10,train
f1ccce39619a5661,a10,a10,train
b899c76633919c2e,a10,a10,train
d0da872578d0c35f,a10,a10,train
e09a8f65d99a6629,a10,a10,train
acda9265e89e5661,a10,a10,train
f75cd8272dda1221,a10,a10,train
b166ea2a98e66599,a10,a10,train
eefd81233ce690c2,a10,a10,train
e3dc94235adca52a,a10,a10,train
8c2893f3c51457e7,a10,a10,train
a7db94622d5ae582,a10,a10,train
a386f8fbcc84c3a1,a10,a10,train
b9d3c4fc2a73a106,a10,a10,train
fbf0d08b866c8bc2,a10,a10,train
ff9c80e3690d925a,a10,a10,train
edcec6753b991408,a10,a10,train
e66c99534c8db316,a10,a10,train
a664c91b19f4e24f,a10,a10,train
a1faeee11386e4d0,a10,a10,train
f34cd07a3d85c07a,a10,a10,train
f26a85913b2c6cf2,a10,a10,train
c5a99256e99533ca,a10,a10,train
e85a96256ddb9226,a10,a10,train
b74fd0962668e907,a10,a10,train
e7b6b0394e0632e6,a10,a10,train
b9da6444b03bb746,a10,a10,train
e70c9b3324ccdb31,a10,a10,train
fcf0c3a70218bcf4,a10,a10,train
b2d8cde71910e2ea,a10,a10,train
ac9ec5e2781c96c3,a10,a10,train
e3b6bc494fe1b044,a10,a10,train
dd9dbbe2c0a0381b,a10,a10,train
fa4c85336ec4e06e,a10,a10,train
c4a6d329c4b63bd1,a10,a10,train
ac53c32c3bde4929,a10,a10,train
baf8810dce16271f,a10,a10,train
edd092264df5924b,a10,a10,train
b3d8cc2718f2e30d,a10,a10,train
e80a94f678a9cf07,a10,a10,train
f3ce8c3571c32a2c,a10,a10,train
ba6ac595373cc8c2,a10,a10,train
cdd2526dcd1233c9,a10,a10,train
85c7d2b22bdf48a2,a10,a10,train
b885e67b9d26c039,a10,a10,train
aca995164ea8795b,a10,a10,train
a19cfa64d352e463,a10,a10,train
f1f68d83e2880c7e,a10,a10,train
a9cad6651ccde322,a10,a10,train
e60c9973678c9279,a10,a10,train
b859c62639d8c62f,a10,a10,train
afc8d0362f48d395,a10,a10,train
e6d28d27914c7791,a10,a10,train
b35cc93336dcc309,a10,a10,train
ea9495276ed8d02b,a10,a10,train
e5c4987b4e95b138,a10,a10,train
e3c39c2c63d3942d,a10,a10,train
d8beb63525a5a292,a10,a10,train
b399cee2408d333b,a10,a10,train
b591cc4e52f79720,a10,a10,train
b7d9cc2631c32f18,a10,a10,train
b379c40639f0e31b,a10,a10,train
ffdce16c40fa01c1,a10,a10,train
aedab325cc9a320d,a10,a10,train
e49c9933626cecd2,a10,a10,train
bbcc12e369259b4a,a10,a10,train
e995e69c4b5524b2,a10,a10,train
b349cc3631c9c63e,a10,a10,train
f488cb876a98dcca,a10,a10,train
814fb616a93be616,a10,a10,train
f18aa63859877669,a10,a10,train
fad8852769d89227,a10,a10,train
94aee75191a72768,a10,a10,train
e446993926c6f879,a10,a10,train
b2e5cdb3709a4538,a10,a10,train
c0fb2e7c1496b169,a10,a10,train
b9d3ce26e3496912,a10,a10,train
ef8c90726d8cd272,a10,a10,train
d3cec43bf740c033,a10,a10,train
b319cc66936936ca,a10,a10,train
a6de88334fdc9207,a10,a10,train
f35bcc1c314bc394,a10,a10,train
9c4ecaa53358ccf2,a10,a10,train
e191ce6e25c172ba,a10,a10,train
b19bcc4eb113e619,a10,a10,train
fddc026b1cd5611a,a10,a10,train
d1b38e4c5391acec,a10,a10,train
c9931e606791f267,a10,a10,train
f9c19e9e26e84919,a10,a10,train
b859c62639d9c636,a10,a10,train
b10d9a724cccb33b,a10,a10,train
b119ce663199cc6e,a10,a10,train
b9e18e1ae518e94e,a10,a10,train
b3d9cc6619e06719,a10,a10,train
e3e89c976461839e,a10,a10,train
b3d9c42739c0c63d,a10,a10,train
9d336c4c5b92a533,a10,a10,train
e5c4917b66847965,a10,a10,train
9193954af915ae5a,a10,a10,train
ec83136dc6927bc4,a10,a10,train
ead895632e9c8363,a10,a10,train
edc8d2372cc1933c,a10,a10,train
e4bdbec015f2a258,a10,a10,train
d4d563c13838c74f,a10,a10,train
e90b963469cbc33c,a10,a10,train
f4663b58c62b3994,a10,a10,train
942eef3788646699,a10,a10,train
ded1812e5cd3a62c,a10,a10,train
c4c4ac4ee917b54e,a10,a10,train
d591cdaa1b4c273a,a10,a10,train
f03ecf7160ccc370,a10,a10,train
ed8fc2703e8f4170,a10,a10,train
8fcbcea4f054b0e2,a10,a10,train
c4ad12f12dd6b26a,a10,a10,train
e6acb2590d96e07c,a10,a10,train
a4069b99f176e60d,a10,a10,train
b94b85b466681bd3,a10,a10,train
c44659d96666d999,a10,a10,train
b359cc2635d3c32c,a10,a10,train
f35b98246dc9a313,a10,a10,train
ec4991b67664e193,a10,a10,train
e7a6583367589a13,a10,a10,train
bcf34ea671988346,a10,a10,train
edb1824e3169d947,a10,a10,train
e90cc7383496cb3b,a10,a10,train
8c98b3af4ea171c3,a10,a10,train
b3c3d87823a3c3d2,a10,a10,train
b819c4a62f48d8bf,a10,a10,train
c6c79d1c26f6b418,a10,a10,train
b6d0ad8641637cf8,a10,a10,train
ff2c8cc363651c1c,a10,a10,train
a1bbc44c79b1934e,a10,a10,train
cc4c3e29d3d33878,a10,a10,train
e9c29414662be9de,a10,a10,train
b3cccd331c89634e,a10,a10,train
aecb91346eeed401,a10,a10,train
d096afe850973768,a10,a10,train
e7b1928f2cab0786,a10,a10,train
b9ca26b7492e984d,a10,a10,train
a9c896376cca9b61,a10,a10,train
a6e6e459c9198f52,a10,a10,train
e9969c63929c2f13,a10,a10,train
a3ccc472388de376,a10,a10,train
c3e3ea2ab5960c59,a10,a10,train
869b9345ccfa3394,a10,a10,train
b0e6cc99d31e632c,a10,a10,train
a35cc9733cccc319,a10,a10,train
eb96e0610e8b6c9d,a10,a10,train
f89a87656b989427,a10,a10,train
edca92606d894af6,a10,a10,train
cc98cb93e4e91876,a10,a10,train
ffb0679031903fc8,a10,a10,train
ef8c92626c8df252,a10,a10,train
a1ccd6232c94f36e,a10,a10,train
a9e0df1ca125cc3b,a10,a10,train
e68c99734ca5f258,a10,a10,train
b798882793e2663d,a10,a10,train
de07e3f80c06b1ec,a10,a10,train
ee793066e481d3a6,a10,a10,train
a7cc5133ce9d3283,a10,a10,train
e9cc9a72869ce03d,a10,a10,train
e28cb14bb6b14cd3,a10,a10,train
cde3911c3ac76619,a10,a10,train
b6d90936d9cc16b8,a10,a10,train
b359cc2631d1c63e,a10,a10,train
f8d2866d69da9825,a10,a10,train
fecc81277c4cc217,a10,a10,train
ed0d90b22e4d95f2,a10,a10,train
8d1cfe68d0b23cd8,a10,a10,train
8f7fd0016e629366,a10,a10,train
c2053d3bc2ce2d37,a10,a10,train
c4aa39d576c6298b,a10,a10,train
a506da79a4867b2d,a10,a10,train
e70c9863279ed269,a10,a10,train
b465cd1b721e9c64,a10,a10,train
e68c99736c84f24d,a10,a10,train
ec84db1a84e06d9f,a10,a10,train
ed87923864cd3966,a10,a10,train
ecde82f00dccf609,a10,a10,train
85037a74c7ce3b31,a10,a10,train
86a799c9663696e1,a10,a10,train
d5ddd8b2a22984d6,a10,a10,train
f3b88c2670d99726,a10,a10,train
d81ca663f936d849,a10,a10,train
93964dc93a33c64d,a10,a10,train
b89ac765399c8663,a10,a10,train
ef4d90324684fa67,a10,a10,train
e73199864ec9a713,a10,a10,train
eed891276fc88613,a10,a10,train
e8c8eaab95c74351,a10,a10,train
b699c936708bc83d,a10,a10,train
b3134cc61b3936d9,a10,a10,train
b3d9cc0638f18733,a10,a10,train
cb9b362ce1c61c71,a10,a10,train
c99eb2654dda229c,a10,a10,train
99cfc736188a6715,a10,a10,train
bb96d06121e9965e,a10,a10,train
c4c49319ecb633d9,a10,a10,train
ea38c4d33395c969,a10,a10,train
f569a5a10f8eb498,a10,a10,train
d1d80e3f194e661d,a10,a10,train
ec7ca143d393985c,a10,a10,train
e60c99736d84f269,a10,a10,train
e99a96646ca1639e,a10,a10,train
a62498536d8df276,a10,a10,train
c5d990277dc8961b,a10,a10,train
ad8dc37a3e858568,a10,a10,train
ee8c9273251e07ec,a10,a10,train
dba8c74430bf8867,a10,a10,train
9c0d837695a96ad5,a10,a10,train
ea9187d23c3ccac3,a10,a10,train
a34692656c1997e7,a10,a10,train
b6c98d3672c99e30,a10,a10,train
b1ccc637d8ca6619,a10,a10,train
af1cd0626cd9939c,a10,a10,train
a642ddbf8dc49262,a10,a10,train
eb4ac63535c2ca3c,a10,a10,train
b466cb91e508f336,a10,a10,train
e68499732d8662ed,a10,a10,train
ec93b36ccc61a51a,a10,a10,train
ec0b93782cc7d338,a10,a10,train
d460e8cfa539d8ca,a10,a10,train
984c6733365b64b5,a10,a10,train
a996f63d04abc84e,a10,a10,train
b3c8c43739c9c734,a10,a10,train
fee481127e67a4c8,a10,a10,train
e6cc987367a4925a,a10,a10,train
ec5893277cd88627,a10,a10,train
acca933569ca9635,a10,a10,train
a6c6583ba6e0f139,a10,a10,train
ed53902463db9cb4,a10,a10,train
c445fa3d8d82333d,a10,a10,train
f05d0d3cf7426329,a10,a10,train
954b2d369ee04a2f,a10,a10,train
e61991666e99936a,a10,a10,train
f7a9c866632d92d0,a10,a10,train
e69c93466939b8c6,a10,a10,train
d84c36f1661b99e4,a10,a10,train
83f10cb387e859b3,a10,a10,train
c5de9a3165ec9252,a10,a10,train
98ccc73318e8f71c,a10,a10,train
ed8c122fcc52b789,a10,a10,train
d052afab9092a72f,a10,a10,train
ec05cb79e19a360e,a10,a10,train
b1c9c674598967cc,a10,a10,train
918b843e7bb3a44e,a10,a10,train
e6a49879ad9603e9,a10,a10,train
ace690197b3cc732,a10,a10,train
b1a43ed3c1d35a68,a10,a10,train
a6cc99337cc4431f,a10,a10,train
f35bcc18b3478c58,a10,a10,train
e65c5876cc89b326,a10,a10,train
8fb89316616f98b2,a10,a10,train
cdb6281f66992738,a10,a10,train
b14f0a709dbb625c,a10,a10,train
ef3b98c0444e4f47,a10,a10,train
f6b3194467931972,a10,a10,train
d4cb8b74c5cb9254,a10,a10,train
f30084775d865ee9,a10,a10,train
b1c39c73369931c6,a10,a10,train
e27ddc2b67b0094a,a10,a10,train
f6f3d3488cb622a1,a10,a10,train
bad9c5663a598546,a10,a10,train
e94646f98c83674e,a10,a10,train
d4c49bb364cc38d3,a10,a10,train
b8cd85721c99c739,a10,a10,train
e64c91736e9d924a,a10,a10,train
a914cbc763199c4f,a10,a10,train
e284957b6e9cc361,a10,a10,train
91ccc73598e2659d,a10,a10,train
e7cc91336c84b25b,a10,a10,train
f3498c366999d64c,a10,a10,train
bcd9c42673c917b0,a10,a10,train
ed9392245dd7224b,a10,a10,train
87f8079f609f6107,a10,a10,train
dcd4d4339391265e,a10,a10,train
86db8964b1da8e33,a10,a10,train
d7c363319818f2e5,a10,a10,train
f77988866719b0f0,a10,a10,train
fb9c00e2693492ef,a10,a10,train
aee89197272d6cd0,a10,a10,train
e255991be626d919,a10,a10,train
92edeb3820c7fa14,a10,a10,train
b1c8c63379c987a3,a10,a10,train
93c9cd66789983a6,a10,a10,train
e7fc9c808093336f,a10,a10,train
f31fcc483317cd48,a10,a10,train
ea8c91e36a1c97e2,a10,a10,train
b48659b9264699bb,a10,a10,train
b2b173804f8fdd60,a10,a10,train
bc22c3257bbe48d1,a10,a10,train
ebcc90332f6cd093,a10,a10,train
bd9a464739b86247,a10,a10,train
8c95337ece53803e,a10,a10,train
acacd913e2be1d09,a10,a10,train
f58d90b26d0d92f2,a10,a10,train
a0d63e816a9ec9b5,a10,a10,train
e68c91736e0c96f2,a10,a10,train
b00c8f69588af7d6,a10,a10,train
b67981c63ced248b,a10,a10,train
afc8d13760c9de30,a10,a10,train
d50b507d507d5237,a10,a10,train
f3b3a4b20b0a5e4b,a10,a10,train
93996c622de4da69,a10,a10,train
b2af9a4aa4b84f16,a10,a10,train
fecc91a32fccd012,a10,a10,train
a7dad13f4a749209,a10,a10,train
e53899c3a61b3c6c,a10,a10,train
b319cc2639d9c62e,a10,a10,train
a6185bb78cd0736c,a10,a10,train
ec95cb2762a41d4b,a10,a10,train
ec86937924c67b34,a10,a10,train
b371d9862e58c2a7,a10,a10,train
b359cc2633d1c62e,a10,a10,train
cad9d8b226a5e592,a10,a10,train
a2d9db267c1983c6,a10,a10,train
d2e294333f6c981e,a10,a10,train
f2068cf17b0c96f2,a10,a10,train
e39984e659d3660d,a10,a10,train
d4d563c13838c7c7,a10,a10,train
ee8c91632c9cd369,a10,a10,train
b939d672210dd87a,a10,a10,train
b3c3cc0ca773ec0c,a10,a10,train
b8cf8670619f4b52,a10,a10,train
b964ce93f0cc2d38,a10,a10,train
e3c690336cd2d339,a10,a10,train
bad5472abcd542a2,a10,a10,train
a6c4dbbb2d8d1432,a10,a10,train
98f728ce8468f23b,a10,a10,train
d16a4cb173ee1c13,a10,a10,train
bcfc8a46a2d3194d,a10,a10,train
c897caa59819a7e6,a10,a10,train
ea4c95336accb433,a10,a10,train
b6338c4cf393e161,a10,a10,train
964e4b625c973633,a10,a10,train
e5d2a9ea8c5a6538,a10,a10,train
c0d3f72c40b7374a,a10,a10,train
f98484717bab845e,a10,a10,train
8e0afa4dcf2cb470,a10,a10,train
d7cc883135c767c8,a10,a10,train
e71d98926f2d9252,a10,a10,train
8c4d24b743f31bc6,a10,a10,train
be146912dc37645b,a10,a10,train
e6ca9a372588d273,a10,a10,train
e6648cb93b0791f2,a10,a10,train
a3439cbc2fcbd034,a10,a10,train
b15cc663391cc727,a10,a10,train
849d7b869e16e14b,a10,a10,train
bf29c1d6363849c3,a10,a10,train
84c36b3d92c66c7a,a10,a10,train
a6c3d9392cce7039,a10,a10,train
b3154c087bf987b4,a10,a10,train
b4bb8b84444e3f39,a10,a10,train
b4b48b43773eb019,a10,a10,train
9585efea5894270b,a10,a10,train
e9ba946d6a3a8147,a10,a10,train
b036a4b8bb9b4d4c,a10,a10,train
e68c995bacc67229,a10,a10,train
b969cd9fb2b03148,a10,a10,train
c0bc1be4ac1be678,a10,a10,train
bf1bc146ec199706,a10,a10,train
ced99026c9187779,a10,a10,train
fc8ac3643c97c662,a10,a10,train
bb99c466198ae61d,a10,a10,train
f2f3b3484cdc9642,a10,a10,train
b3df8c441cf9620e,a10,a10,train
e60c99f3681d96e2,a10,a10,train
addd92621169fe84,a10,a10,train
adc9c3ad8c9c3613,a10,a10,train
e62c98732784967b,a10,a10,train
bfcec8b111943666,a10,a10,train
d1ab71216f866cd4,a10,a10,train
b3694cb628c59379,a10,a10,train
9933692626d93736,a10,a10,train
9288cff710886f67,a10,a10,train
b7d1c80eb1f36708,a10,a10,train
99b1c60683ba71ed,a10,a10,train
a796d86f651c12a3,a10,a10,train
e43d93c26c6d92b2,a10,a10,train
a7189bc52c38cbc7,a10,a10,train
b6c9cc6633d9c624,a10,a10,train
fcd1c73c39c22631,a10,a10,train
f759c82711d8e615,a10,a10,train
e64c19332ccbd33c,a10,a10,train
cf1a962fa316c949,a10,a10,train
ba1cd472288fa35d,a10,a10,train
fbabc4407abb8944,a10,a10,train
e5f0890f7f72500d,a10,a10,train
ee9c9163649c9371,a10,a10,train
e5de837912cc459a,a10,a10,train
e653d92c32e26c99,a10,a10,train
a6c9993666cf3870,a10,a10,train
f6c29e68e13f8056,a10,a10,train
fbb0ac09d9766485,a10,a10,train
e24ccdb23cddc322,a10,a10,train
e78c1973ea0cd21b,a10,a10,train
a7acd95164a61f49,a10,a10,train
e5731a0ce5f31a1c,a10,a10,train
f89e83c4791e94e4,a10,a10,train
e7d2980c72e2159f,a10,a10,train
b3994c6ef191076c,a10,a10,train
b879cba60051d9bd,a10,a10,train
90d4ee1b51a43e5b,a10,a10,train
9bcbe5b15ce0093a,a10,a10,train
ff82907d6582fa42,a10,a10,train
ea1994e22d1ecee1,a10,a10,train
e4c993322cedf312,a10,a10,train
a6c4c9133df4e247,a10,a10,train
e6c9931a4de7c03a,a10,a10,train
d43d15a652525bcd,a10,a10,train
e6997409d6db3990,a10,a10,train
fe87c2703d930966,a10,a10,train
efe4d0232d9cd642,a10,a10,train
ed86d230a64f39e1,a10,a10,train
e082d3f5793aa24e,a10,a10,train
b399cc2638e3875c,a10,a10,train
a98ac63198ebef14,a10,a10,train
a6bcd023ef5c94c2,a10,a10,train
ebc994366e49cb14,a10,a10,train
de6fc4227fad0062,a10,a10,train
961a60e4994be7b9,a10,a10,train
bbb8d043eb07a453,a10,a10,train
a7c6c92532d88c7e,a10,a10,train
ffe2ca1c81e6601b,a10,a10,train
fcc8833738c0c63f,a10,a10,train
ec91c36c3c86e339,a10,a10,train
bcb8cb46e6d21193,a10,a10,train
f3dac4643e9ba504,a10,a10,train
a6a780183f37b6c6,a10,a10,train
e6cc993366c4b03b,a10,a10,train
b19bce6559aa8645,a10,a10,train
8d12926e66e9d966,a10,a10,train
b9c17e361f60c961,a10,a10,train
a759d8b226cdc193,a10,a10,train
e619db372cc89325,a10,a10,train
98b06f03c4ccbcde,a10,a10,train
acc793628c49f792,a10,a10,train
994c6233b6db2d92,a10,a10,train
f1176e60c99f3630,a10,a10,train
f78488fa59870774,a10,a10,train
9cce633198c6672d,a10,a10,train
bd0fc2703c8f8770,a10,a10,train
b0999e666919b5a3,a10,a10,train
9d428e714d8bf24d,a10,a10,train
ed2a9616ea499d13,a10,a10,train
fdd882273ddc8483,a10,a10,train
efad109c1cd09c6d,a10,a10,train
edcc91336e8c9346,a10,a10,train
f9dfc6603a8dc112,a10,a10,train
b3998c3679c1873c,a10,a10,train
edc3d231248d59e3,a10,a10,train
b34c4c33d0cf2f38,a10,a10,train
8de4f313c6ef204c,a10,a10,train
bb8cc4e2333d8ec2,a10,a10,train
d6dc81336cdc9233,a10,a10,train
e1539e4ee1339e44,a10,a10,train
cf17b130a18d1dcb,a10,a10,train
95137aa8859f79e0,a10,a10,train
bca342d4290ec76f,a10,a10,train
92818f97bdaec04d,a10,a10,train
f1d6864a72b5c90e,a10,a10,train
d9b6228e2cc59bb1,a10,a10,train
a5ced673328f8168,a10,a10,train
e493db6c61c31b31,a10,a10,train
e6a5135b31ec1c47,a10,a10,train
b481c97e56c5a85b,a10,a10,train
d8cc6719b2d34d64,a10,a10,train
f08d8d72cdbd42e0,a10,a10,train
e3eb8f6519866438,a10,a10,train
ef89d0322fcc9293,a10,a10,train
b7b8882393e2663d,a10,a10,train
b119ce66b1912e6e,a10,a10,train
97754c6248d9b734,a10,a10,train
e6c3981c43fc7683,a10,a10,train
90a545fd26c6b857,a10,a10,train
fc78c9872762e82c,a10,a10,train
bb9e97e34a30c06a,a10,a10,train
e69e80336fdc9093,a10,a10,train
b318cc6639f0c70f,a10,a10,train
a598da65659a9275,a10,a10,train
8cb3735e0ca5dac4,a10,a10,train
b4696b36c4c3374c,a10,a10,train
f833c74c39318ec6,a10,a10,train
e5a49adb3124cec9,a10,a10,train
b3d9cc2673c30678,a10,a10,train
b3c9c4b639c8c62e,a10,a10,train
a0a75f9a1d6dc41a,a10,a10,train
eedc91e3681d9268,a10,a10,train
b881c7776a9981d6,a10,a10,train
878d93374eecd308,a10,a10,train
f78491d1d86c2e87,a10,a10,train
ad649a1b646f5986,a10,a10,train
e3d99c3661499eb0,a10,a10,train
a30cd0732edcc74b,a10,a10,train
b9ce166169da9625,a10,a10,train
e62c995366acb332,a10,a10,train
bdd2832d5ee60139,a10,a10,train
a483f97847859973,a10,a10,train
c908ee8ec89bec2d,a10,a10,train
fe4c81b1256cf6c2,a10,a10,train
eca4937b27865a61,a10,a10,train
e1ad94726b89d646,a10,a10,train
d0e2c626bc9b43c7,a10,a10,train
9f19c23e33c4a43e,a10,a10,train
b3d9cc2670d30778,a10,a10,train
d3134cce663c19cd,a10,a10,train
911f8f42327ce0f9,a10,a10,train
d530ca4da5f07a8d,a10,a10,train
f5368e496446db31,a10,a10,train
bc9293196974e4e5,a10,a10,train
e7d8903769c8b683,a10,a10,train
acdc93224dfe12c9,a10,a10,train
a6cc99734c94732d,a10,a10,train
ed0c1263ed95d3e0,a10,a10,train
8d96a23349bf5827,a10,a10,train
f0b349e7325cc583,a10,a10,train
f18e0f70d1876c78,a10,a10,train
f699cf4631b28a2c,a10,a10,train
9f38e85ce333e40c,a10,a10,train
b0cbcf64f11b2f04,a10,a10,train
9c0ca677388399f9,a10,a10,train
fb98c8e2a3f10d86,a10,a10,train
f8989e6772496992,a10,a10,train
bd9782446ca371f8,a10,a10,train
e4669c993b069cf2,a10,a10,train
ebcb8034778348fc,a10,a10,train
b188c7775838c3d5,a10,a10,train
b399ce663991a42e,a10,a10,train
92cc45f73888c776,a10,a10,train
e705985a6dad9272,a10,a10,train
ea1b81351dedc25a,a10,a10,train
e50cdb332ccc434f,a10,a10,train
eaeb911456be6849,a10,a10,train
ad8752e93608e37c,a10,a10,train
ffc880a32f6dc0d2,a10,a10,train
e55b882432d1e5cf,a10,a10,train
dc39638691cd2c3b,a10,a10,train
d4d929539d26cc63,a10,a10,train
a1339a67249ccbe3,a10,a10,train
bb93c4393ad3852c,a10,a10,train
c5cd92334dccb233,a10,a10,train
ac9cd2612d96d3a9,a10,a10,train
f749cc26b1c10e7c,a10,a10,train
b8c2c72471dc4ee3,a10,a10,train
de4e67b099316686,a10,a10,train
a373daec2499c166,a10,a10,train
b3f9cc0631c92fb0,a10,a10,train
b2b5195c2393cc6d,a10,a10,train
962bca2aad941aee,a10,a10,train
e68c99736ca6b24a,a10,a10,train
e789d43921e69c69,a10,a10,train
d6feb960c511926a,a10,a10,train
eadc972568439cb1,a10,a10,train
b5e9dee066063998,a10,a10,train
f0e2ceed21e02e8b,a10,a10,train
a3f9c66419f7ca10,a10,a10,train
a646d93927c6d13c,a10,a10,train
d0c9cc351f92b23d,a10,a10,train
cd0f5fb694e064e0,a10,a10,train
fbc194661abbc314,a10,a10,train
b3c8cc873b78c307,a10,a10,train
b30eadc8c47383c7,a10,a10,train
d4aa353dca923b0d,a10,a10,train
9992666fb3904cce,a10,a10,train
881a672d19cf67b2,a10,a10,train
f698cc462d06db2d,a10,a10,train
e61b8966da29964d,a10,a10,train
e7cc80375ed89117,a10,a10,train
e8d2873d5ec32b60,a10,a10,train
ecc413628cc4b77b,a10,a10,train
bc87c3782c87b964,a10,a10,train
f813876839b7c8c9,a10,a10,train
a6349959669e9965,a10,a10,train
e2eae8c9c85c7171,a10,a10,train
f8d2873478ab07d4,a10,a10,train
aeecc02f1dd2126e,a10,a10,train
bc9c83354cde330d,a10,a10,train
cf8c11ea6c95d368,a10,a10,train
f91a8664699a9e66,a10,a10,train
a3947c1b0be34766,a10,a10,train
ecc6933169ca9635,a10,a10,train
91731c3f638d1936,a10,a10,train
b3d9c60f98f34648,a10,a10,train
e125a35296297b76,a10,a10,train
edc29231a41d5be3,a10,a10,train
bc87281fd1f41b68,a10,a10,train
b14cc6339998675d,a10,a10,train
bbb345cccc8033b9,a10,a10,train
85c9eab69dc2622d,a10,a10,train
bb1cd4331d8e6338,a10,a10,train
e60d99326ec9b385,a10,a10,train
db193664cc9c6333,a10,a10,train
ba97c1e0351acee1,a10,a10,train
ee1c91e3681d97c2,a10,a10,train
b846633cce619c2f,a10,a10,train
8cbfbb42c4241edc,a10,a10,train
fcc6c438ee59b046,a10,a10,train
954b2d26bea44a2f,a10,a10,train
a7da502daed229ac,a10,a10,train
99cce36926b3d268,a10,a10,train
f93b867131a24b69,a10,a10,train
c59a3d4c2f91ce25,a10,a10,train
b208cde336d8cb3c,a10,a10,train
b98bc6749d4b6294,a10,a10,train
b8d987f63c996205,a10,a10,train
e64c813a3dedc266,a10,a10,train
aee0d55aa827c467,a10,a10,train
bde3831cb209cf46,a10,a10,train
d89a9229cce6371b,a10,a10,train
f358e164b5c2da32,a10,a10,train
b319c4663bd9c626,a10,a10,train
e09709b6e5862ced,a10,a10,train
ad4c92336e4dc9d2,a10,a10,train
bdbc82535b1b2564,a10,a10,train
aebd81c26a3d9ac4,a10,a10,train
fc9882a775dca017,a10,a10,train
c70e3871e11ccfc3,a10,a10,train
e6189377ec80135f,a10,a10,train
9283f93d39c4c43e,a10,a10,train
c4c59b3f981a630f,a10,a10,train
eed891276ed89306,a10,a10,train
91fa0674fd8b6a05,a10,a10,train
e60c99736e8c907b,a10,a10,train
e84f9cb08ccd1c9b,a10,a10,train
f74c43312cced331,a10,a10,train
af88d273a1ac5e83,a10,a10,train
c52ad33449be137c,a10,a10,train
c9c9326eccc1a537,a10,a10,train
b491cd6eb3d12c68,a10,a10,train
e90b16346d6d9696,a10,a10,train
